,loan_amnt,term,int_rate,emp_length,home_ownership,annual_inc,verification_status,issue_d,purpose,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,repay_fail,credit_age_yrs
29519,4800,60 months,15.21,n/a,MORTGAGE,33600,Verified,Oct-10,car,347xx,FL,20.79,0,Aug-96,2,13,0,1757,0.119,21,0,14.21428571
29520,4000,36 months,16.77,6 years,MORTGAGE,45000,Not Verified,Nov-11,medical,207xx,MD,7.12,0,Jan-94,0,3,0,0,0,13,0,17.89285714
29521,4800,60 months,16.45,10+ years,OWN,40000,Not Verified,Sep-10,credit_card,261xx,WV,16.68,0,Oct-96,0,20,0,12521,0.426,33,1,13.96428571
29522,6500,36 months,7.75,10+ years,OWN,48000,Not Verified,Dec-07,debt_consolidation,279xx,NC,13.53,0,Oct-79,3,24,0,10742,0.089,43,0,28.26373626
29523,2000,36 months,7.66,2 years,RENT,44000,Source Verified,Mar-11,debt_consolidation,980xx,WA,17.18,0,Nov-98,0,4,0,0,0,18,0,12.37087912
29524,16000,60 months,12.42,10+ years,MORTGAGE,77000,Source Verified,Nov-11,debt_consolidation,075xx,NJ,4.74,2,Jan-95,1,16,0,12688,0.089,37,0,16.89010989
29525,8000,36 months,7.29,< 1 year,RENT,30996,Source Verified,Feb-11,debt_consolidation,708xx,LA,29.27,0,Dec-03,0,10,0,9387,0.486,19,0,7.195054945
29526,6000,36 months,14.22,8 years,RENT,36250,Not Verified,Mar-10,other,070xx,NJ,15.66,0,Oct-05,0,13,0,9991,0.42,16,0,4.428571429
29527,16000,60 months,15.99,10+ years,MORTGAGE,38000,Not Verified,Sep-11,debt_consolidation,281xx,NC,9.63,0,Jan-00,0,4,0,12590,0.802,6,0,11.70604396
29528,10000,60 months,12.68,10+ years,MORTGAGE,60000,Not Verified,Apr-11,major_purchase,540xx,WI,21.04,0,Dec-94,1,17,0,27166,0.453,45,0,16.38736264
29529,20000,36 months,6.99,10+ years,MORTGAGE,96000,Not Verified,Aug-11,debt_consolidation,957xx,CA,6.89,0,Jan-93,0,12,0,105845,0.137,40,0,18.64285714
29530,9925,36 months,6.62,< 1 year,RENT,24000,Source Verified,Dec-11,debt_consolidation,660xx,KS,20.95,0,Apr-97,0,10,0,16232,0.603,36,0,14.71703297
29531,6000,36 months,7.88,10+ years,MORTGAGE,90000,Not Verified,Aug-10,credit_card,105xx,NY,6.76,0,Aug-89,1,16,0,26090,0.292,43,0,21.07142857
29532,20000,60 months,17.8,10+ years,MORTGAGE,67000,Verified,Dec-10,debt_consolidation,925xx,CA,13.81,0,Jul-94,1,6,1,13905,0.943,14,1,16.47527473
29533,30000,60 months,18.25,10+ years,MORTGAGE,65000,Verified,Feb-11,debt_consolidation,618xx,IL,20.05,0,Aug-80,2,12,0,38197,0.839,45,0,30.60714286
29534,8000,36 months,6.92,n/a,MORTGAGE,106800,Verified,Mar-11,major_purchase,809xx,CO,10.2,0,Jul-77,1,18,0,39968,0.302,36,0,33.78021978
29535,30000,36 months,15.99,7 years,RENT,90000,Verified,May-11,credit_card,074xx,NJ,17.48,0,Oct-80,1,8,0,18035,0.925,24,0,30.68406593
29536,12000,60 months,19.42,6 years,MORTGAGE,56004,Not Verified,Nov-11,home_improvement,117xx,NY,7.2,0,May-97,1,8,0,4032,0.179,24,0,14.5521978
29537,13000,36 months,6.17,< 1 year,RENT,49000,Verified,Nov-10,debt_consolidation,655xx,MO,4.68,0,May-97,0,6,0,6438,0.198,19,0,13.54945055
29538,16500,36 months,16.45,9 years,OWN,96000,Not Verified,Feb-10,debt_consolidation,107xx,NY,15.1,0,Jun-97,1,8,0,19257,0.926,19,1,12.71428571
29539,17000,36 months,11.26,5 years,MORTGAGE,65004,Verified,Jun-09,debt_consolidation,488xx,MI,4.41,0,Jun-91,0,5,0,1878,0.072,10,0,18.06318681
29540,2100,36 months,6.39,< 1 year,RENT,40000,Not Verified,Apr-10,small_business,921xx,CA,1.53,0,Jul-98,0,10,0,1987,0.081,16,0,11.79120879
29541,4000,36 months,15.23,5 years,MORTGAGE,42000,Not Verified,May-11,major_purchase,546xx,WI,16.49,1,Nov-95,1,6,0,2149,0.566,19,1,15.54945055
29542,5000,60 months,16.77,n/a,RENT,62000,Verified,Dec-11,credit_card,113xx,NY,7.39,0,Jan-00,0,9,0,8357,0.826,16,1,11.95604396
29543,6000,36 months,8.94,2 years,RENT,59785.01,Not Verified,Jan-10,debt_consolidation,193xx,PA,17.58,0,Oct-01,2,17,0,6908,0.32,23,0,8.28021978
29544,2500,36 months,20.86,4 years,MORTGAGE,45600,Not Verified,Dec-09,house,775xx,TX,0.53,0,Jun-04,3,3,0,2106,0.916,3,1,5.519230769
29545,8800,36 months,7.29,8 years,MORTGAGE,103000,Not Verified,Feb-11,debt_consolidation,281xx,NC,9.89,0,Nov-00,1,16,0,13372,0.294,24,0,10.28571429
29546,14400,60 months,18.39,< 1 year,MORTGAGE,82296,Source Verified,May-11,other,156xx,PA,18.84,0,Mar-91,0,8,0,4461,0.519,22,0,20.23626374
29547,15000,36 months,10.65,9 years,MORTGAGE,85000,Verified,Oct-11,small_business,448xx,OH,16.15,0,Dec-98,2,14,0,338,0.026,32,0,12.87637363
29548,14500,36 months,13.85,10+ years,MORTGAGE,153000,Not Verified,Apr-10,credit_card,970xx,OR,9.11,0,Aug-90,0,17,0,41232,0.771,49,0,19.73351648
29549,25000,60 months,14.91,10+ years,MORTGAGE,80000,Verified,May-11,debt_consolidation,660xx,KS,8.14,0,Feb-96,0,10,0,14563,0.681,23,0,15.2967033
29550,18500,36 months,7.66,2 years,RENT,38000,Source Verified,Mar-11,debt_consolidation,841xx,UT,10.33,0,Aug-96,2,12,0,17898,0.335,51,0,14.62912088
29551,3600,36 months,7.51,3 years,MORTGAGE,39996,Not Verified,May-10,home_improvement,300xx,GA,12.96,0,Jan-04,2,12,0,4443,0.358,25,0,6.351648352
29552,3600,36 months,5.99,5 years,MORTGAGE,50000,Not Verified,Aug-11,home_improvement,030xx,NH,13.25,0,Jan-98,0,15,0,521,0.009,47,0,13.62637363
29553,23400,60 months,21.67,5 years,RENT,55000,Verified,Nov-11,debt_consolidation,928xx,CA,10.65,1,Mar-01,0,7,0,7532,0.731,15,0,10.70604396
29554,10375,60 months,8.9,8 years,MORTGAGE,50000,Not Verified,Nov-11,debt_consolidation,236xx,VA,18.36,0,May-99,0,7,0,9075,0.443,25,0,12.5467033
29555,3100,60 months,13.98,8 years,MORTGAGE,51000,Not Verified,Aug-10,home_improvement,302xx,GA,22.35,1,Jul-96,0,12,0,3177,0.383,21,0,14.13186813
29556,25000,36 months,10.62,10+ years,RENT,387840,Not Verified,Mar-10,credit_card,012xx,MA,5.9,0,Jul-94,0,10,0,155905,0.729,55,0,15.71978022
29557,20000,36 months,12.53,9 years,MORTGAGE,90000,Not Verified,Mar-09,small_business,080xx,NJ,0.68,0,Dec-96,1,4,0,3719,0.152,16,0,12.28846154
29558,10000,36 months,5.99,< 1 year,MORTGAGE,141000,Not Verified,Aug-11,small_business,080xx,NJ,1.39,0,Jun-83,0,5,0,6630,0.255,27,0,28.26373626
29559,15000,36 months,15.31,< 1 year,MORTGAGE,50000,Not Verified,Nov-09,small_business,936xx,CA,5.26,0,Feb-75,3,7,0,8394,0.792,25,1,34.86813187
29560,4000,36 months,6.54,2 years,RENT,45600,Not Verified,Nov-10,debt_consolidation,021xx,MA,2.97,0,Jan-96,0,9,1,2969,0.183,14,0,14.88461538
29561,16275,60 months,12.69,10+ years,MORTGAGE,50000,Source Verified,Oct-11,debt_consolidation,559xx,MN,27.79,0,Jul-96,1,11,0,16982,0.457,25,0,15.3021978
29562,1800,36 months,12.61,2 years,RENT,45000,Source Verified,Jan-11,major_purchase,946xx,CA,13.28,0,Nov-96,2,4,0,4990,0.587,4,0,14.21428571
29563,30000,60 months,18.64,10+ years,MORTGAGE,68000,Verified,Oct-11,other,852xx,AZ,2.12,1,Jun-85,2,7,0,3082,0.162,16,0,26.42307692
29564,8000,36 months,12.84,6 years,RENT,65500,Verified,May-09,debt_consolidation,927xx,CA,17.11,0,Mar-95,2,8,0,7095,0.546,44,0,14.21703297
29565,19750,60 months,18.25,10+ years,RENT,40000,Verified,Sep-11,debt_consolidation,224xx,VA,22.65,0,Oct-93,0,7,0,23974,0.926,14,0,17.97802198
29566,10000,60 months,11.12,5 years,MORTGAGE,44304,Verified,Jul-10,debt_consolidation,481xx,MI,11.57,0,Oct-99,1,7,0,8840,0.597,27,0,10.78571429
29567,10800,36 months,9.76,4 years,RENT,82600,Not Verified,Feb-08,educational,900xx,CA,11.89,0,May-84,1,15,1,8866,0.243,31,0,23.83516484
29568,25000,60 months,21.74,10+ years,RENT,57000,Verified,Jul-11,small_business,207xx,MD,14.97,0,Jan-98,0,14,1,26095,0.922,30,1,13.54120879
29569,7200,60 months,12.99,1 year,RENT,30000,Source Verified,May-11,medical,114xx,NY,16.24,0,Feb-03,0,10,0,17044,0.636,14,0,8.271978022
29570,25000,36 months,15.65,10+ years,MORTGAGE,67000,Not Verified,Jan-10,home_improvement,063xx,CT,13.65,0,Mar-92,1,13,0,11325,0.439,27,0,17.89835165
29571,3600,60 months,20.25,10+ years,MORTGAGE,55000,Not Verified,May-11,debt_consolidation,263xx,WV,16.12,0,Sep-95,2,5,1,10430,0.984,20,0,15.71703297
29572,2000,36 months,14.22,< 1 year,RENT,21000,Not Verified,May-10,other,078xx,NJ,7.83,0,Apr-01,3,12,0,2367,0.382,19,0,9.112637363
29573,10000,60 months,12.23,< 1 year,RENT,38400,Source Verified,Oct-10,moving,921xx,CA,12.06,0,May-01,0,8,0,8720,0.793,12,0,9.450549451
29574,4000,36 months,7.9,9 years,MORTGAGE,39000,Not Verified,Oct-11,debt_consolidation,028xx,RI,9.91,0,Oct-91,0,7,0,432,0.045,21,1,20.06868132
29575,15000,60 months,6.91,9 years,OWN,90000,Source Verified,Oct-10,home_improvement,245xx,VA,12.87,1,Aug-80,0,11,0,4997,0.13,38,0,30.26923077
29576,33000,60 months,18.64,10+ years,RENT,66000,Verified,Oct-11,debt_consolidation,600xx,IL,19.67,0,Apr-01,0,9,0,13018,0.491,27,0,10.53571429
29577,10000,36 months,10,1 year,RENT,65000,Verified,Jan-11,debt_consolidation,073xx,NJ,11.89,0,May-00,0,7,0,33375,0.566,17,0,10.70604396
29578,11000,36 months,11.99,10+ years,MORTGAGE,85000,Verified,Jun-11,credit_card,125xx,NY,18.16,0,Feb-92,2,14,0,38365,0.421,37,0,19.3956044
29579,20500,60 months,15.99,10+ years,MORTGAGE,73200,Verified,Aug-11,debt_consolidation,238xx,VA,18.69,0,Feb-95,1,9,0,17939,0.934,31,1,16.5521978
29580,17000,60 months,10.99,2 years,RENT,50000,Source Verified,Oct-11,debt_consolidation,341xx,FL,15.41,0,Oct-04,0,7,0,7372,0.676,22,0,7.021978022
29581,21850,60 months,17.27,10+ years,MORTGAGE,50000,Verified,Nov-11,debt_consolidation,337xx,FL,24.39,0,Mar-89,0,20,0,44922,0.867,63,1,22.74725275
29582,6500,36 months,10.96,10+ years,RENT,44724,Not Verified,Aug-08,wedding,198xx,DE,17.41,0,Oct-96,3,3,0,886,0.253,5,0,11.87362637
29583,25000,60 months,22.06,7 years,RENT,180000,Source Verified,Dec-11,small_business,928xx,CA,7.04,0,Feb-05,1,5,0,11260,0.787,7,1,6.851648352
29584,8000,36 months,7.88,5 years,MORTGAGE,70000,Source Verified,Sep-10,debt_consolidation,700xx,LA,9.21,0,Jan-03,2,8,0,18182,0.448,21,0,7.692307692
29585,4800,36 months,13.98,7 years,RENT,38400,Source Verified,Oct-10,debt_consolidation,100xx,NY,7.75,1,Jan-98,0,6,0,1120,0.925,17,1,12.79120879
29586,11025,36 months,10.59,1 year,RENT,60000,Not Verified,Jun-11,debt_consolidation,953xx,CA,19.34,0,Jun-96,0,6,0,8321,0.785,22,0,15.04945055
29587,4000,36 months,10.62,10+ years,MORTGAGE,74678,Not Verified,Mar-10,home_improvement,840xx,UT,11.68,0,Apr-00,0,13,0,3195,0.319,28,0,9.947802198
29588,13200,60 months,17.27,3 years,RENT,26400,Source Verified,Dec-11,small_business,770xx,TX,9.64,0,Nov-06,3,8,0,7411,0.501,12,0,5.098901099
29589,6000,60 months,15.95,6 years,MORTGAGE,90000,Source Verified,Nov-10,major_purchase,038xx,NH,13.81,0,Jan-98,4,14,0,6285,0.405,44,0,12.87637363
29590,4000,60 months,13.49,n/a,RENT,39000,Not Verified,May-11,vacation,945xx,CA,22.49,0,Oct-00,0,7,0,6090,0.547,15,0,10.61538462
29591,10000,36 months,7.51,1 year,RENT,1.00E+05,Verified,Feb-10,other,606xx,IL,5.59,0,Dec-95,0,6,0,46148,0.784,18,0,14.21978022
29592,7125,36 months,7.51,10+ years,MORTGAGE,33600,Not Verified,Oct-11,debt_consolidation,354xx,AL,17.14,0,Jun-94,4,9,0,6299,0.323,16,0,17.39285714
29593,18750,60 months,17.27,3 years,MORTGAGE,250000,Verified,Oct-11,debt_consolidation,956xx,CA,11.27,0,Oct-97,1,14,0,123915,0.845,40,0,14.0467033
29594,15000,36 months,6.91,4 years,MORTGAGE,118500,Source Verified,Nov-10,debt_consolidation,799xx,TX,5.78,0,Mar-03,0,12,0,10444,0.661,34,0,7.697802198
29595,12000,36 months,13.3,3 years,MORTGAGE,44500,Not Verified,Jan-08,credit_card,030xx,NH,20.14,0,Jan-94,6,18,0,17940,0.645,37,1,14.0467033
29596,7050,36 months,12.23,2 years,RENT,25200,Not Verified,Nov-10,credit_card,631xx,MO,11.43,0,Mar-03,0,4,0,8858,0.82,10,0,7.697802198
29597,3500,36 months,8.59,2 years,RENT,12996,Not Verified,Sep-09,educational,767xx,TX,0,0,Sep-91,2,8,0,11717,0.326,12,1,18.06318681
29598,12000,36 months,8.49,10+ years,RENT,54000,Verified,Aug-11,debt_consolidation,912xx,CA,8.36,0,Feb-81,0,12,0,8422,0.471,19,0,30.5989011
29599,35000,36 months,8.9,6 years,MORTGAGE,125000,Verified,Dec-11,debt_consolidation,928xx,CA,22.71,0,Aug-00,0,8,0,9051,0.348,32,0,11.37087912
29600,10000,60 months,6.17,2 years,OWN,30000,Verified,Nov-10,home_improvement,481xx,MI,6.4,0,Dec-97,1,8,0,592,0.038,11,0,12.96153846
29601,17900,36 months,7.9,< 1 year,RENT,65000,Verified,Nov-11,debt_consolidation,776xx,TX,21.32,0,Oct-88,0,13,0,28640,0.453,59,0,23.16208791
29602,18000,36 months,10.99,3 years,OWN,76000,Not Verified,Mar-10,debt_consolidation,606xx,IL,14.84,0,Dec-96,1,14,0,38660,0.603,37,0,13.29120879
29603,12000,60 months,12.42,7 years,MORTGAGE,39481,Not Verified,Nov-11,debt_consolidation,658xx,MO,16.2,0,Dec-97,0,7,0,10792,0.696,23,0,13.96428571
29604,6500,60 months,11.49,10+ years,MORTGAGE,75000,Not Verified,Jul-10,debt_consolidation,531xx,WI,13.68,0,Sep-90,3,11,0,22699,0.481,30,0,19.89835165
29605,7800,36 months,13.11,8 years,MORTGAGE,42000,Not Verified,May-10,debt_consolidation,956xx,CA,17.57,0,May-98,1,13,0,9727,0.355,23,0,12.04120879
29606,8000,60 months,10.38,2 years,RENT,63000,Not Verified,Sep-10,credit_card,917xx,CA,6.02,0,Dec-89,1,14,0,9451,0.531,40,1,20.82142857
29607,9000,36 months,12.36,< 1 year,MORTGAGE,140000,Not Verified,Jan-08,debt_consolidation,165xx,PA,16.9,0,Nov-95,5,10,1,45428,0.823,43,0,12.20879121
29608,3500,36 months,15.31,4 years,RENT,69996,Not Verified,Sep-09,car,801xx,CO,17.52,0,Nov-04,7,13,0,1357,0.23,31,0,4.848901099
29609,15000,60 months,16.07,10+ years,RENT,56900,Not Verified,May-10,debt_consolidation,906xx,CA,12.32,1,Jan-90,0,4,0,17626,0.89,22,0,20.39835165
29610,1500,36 months,7.29,< 1 year,OWN,10980,Source Verified,Apr-11,renewable_energy,338xx,FL,14.86,0,Jan-77,0,3,0,0,0,14,0,34.36263736
29611,2000,36 months,8.38,1 year,RENT,22000,Not Verified,Aug-07,debt_consolidation,333xx,FL,13.09,0,Dec-05,0,5,0,425,0.094,6,0,1.67032967
29612,25000,60 months,18.3,3 years,OWN,60000,Verified,May-10,other,076xx,NJ,14.55,0,Mar-07,2,16,0,1426,0.092,19,0,3.178571429
29613,8400,36 months,13.99,8 years,RENT,51996,Not Verified,Aug-11,debt_consolidation,940xx,CA,12.44,0,Jan-00,1,6,0,3139,0.848,9,0,11.62087912
29614,20000,60 months,16.77,5 years,MORTGAGE,170000,Verified,Jan-11,debt_consolidation,916xx,CA,9.2,0,Jan-94,0,6,0,23223,0.96,24,0,17.05769231
29615,15000,36 months,12.99,5 years,MORTGAGE,370000,Verified,Jun-11,home_improvement,707xx,LA,5.64,0,Oct-93,0,13,0,8078,0.685,44,0,17.72527473
29616,13000,36 months,7.88,8 years,MORTGAGE,56000,Not Verified,Mar-10,debt_consolidation,562xx,MN,17.16,0,Oct-93,0,12,0,14698,0.483,32,0,16.46978022
29617,12000,36 months,16.29,5 years,RENT,81000,Not Verified,Oct-11,debt_consolidation,197xx,DE,1.96,0,May-05,2,6,0,3767,0.443,14,0,6.43956044
29618,5600,36 months,7.9,3 years,RENT,70000,Not Verified,Nov-11,credit_card,060xx,CT,5.23,1,Jan-03,0,17,0,57176,0.121,26,0,8.862637363
29619,35000,60 months,23.59,4 years,RENT,1.00E+05,Verified,Jun-11,debt_consolidation,850xx,AZ,22.28,0,Jan-01,1,9,0,35493,0.98,9,0,10.4478022
29620,10000,60 months,7.51,< 1 year,RENT,46000,Source Verified,May-10,debt_consolidation,941xx,CA,17.17,0,Jun-00,0,6,0,8070,0.465,9,0,9.947802198
29621,6500,36 months,9.38,7 years,MORTGAGE,75000,Not Verified,Dec-08,debt_consolidation,740xx,OK,13.42,0,Apr-90,0,14,0,29258,0.016,36,0,18.73351648
29622,5000,60 months,16.45,2 years,OWN,48000,Verified,Jul-10,debt_consolidation,917xx,CA,9.5,0,Oct-99,0,6,0,2587,0.958,12,0,10.78571429
29623,25000,60 months,10.59,4 years,MORTGAGE,43000,Verified,Sep-11,debt_consolidation,853xx,AZ,25.97,0,Mar-97,0,14,0,2245,0.053,37,0,14.5521978
29624,16000,60 months,11.49,9 years,RENT,47000,Verified,Aug-10,debt_consolidation,021xx,MA,8.5,1,Dec-69,1,8,0,14098,0.616,12,0,40.80494505
29625,3200,36 months,11.49,8 years,MORTGAGE,61500,Not Verified,Jul-10,debt_consolidation,142xx,NY,22.73,0,Nov-98,3,12,0,14102,0.742,41,0,11.7032967
29626,22000,36 months,10.74,4 years,RENT,52000,Verified,Mar-11,debt_consolidation,222xx,VA,16.06,0,Jan-00,1,11,0,22860,0.38,17,0,11.20054945
29627,3400,60 months,16.4,< 1 year,OWN,14400,Source Verified,May-11,debt_consolidation,902xx,CA,5.17,0,Oct-07,0,3,0,2155,0.582,4,0,3.593406593
29628,13600,36 months,15.62,4 years,MORTGAGE,65000,Verified,Jun-11,credit_card,201xx,VA,15.77,0,Mar-04,1,12,0,14000,0.704,14,0,7.274725275
29629,20000,36 months,11.11,10+ years,MORTGAGE,85000,Verified,Jan-11,debt_consolidation,751xx,TX,24.2,0,Jan-92,1,18,0,21318,0.237,50,0,19.06593407
29630,19000,36 months,7.05,10+ years,RENT,54000,Verified,Jan-10,car,305xx,GA,7,0,Mar-97,0,3,0,2606,0.579,4,1,12.88186813
29631,3375,36 months,14.83,10+ years,MORTGAGE,45000,Verified,Dec-10,home_improvement,279xx,NC,0,0,Feb-00,1,2,0,0,0,8,0,10.86813187
29632,7800,60 months,11.11,10+ years,MORTGAGE,37000,Not Verified,Mar-11,credit_card,456xx,OH,10.9,0,Jul-98,1,5,0,15974,0.66,27,0,12.70879121
29633,4800,60 months,18.25,1 year,RENT,66000,Source Verified,Nov-11,car,727xx,AR,5.73,0,Oct-92,0,8,0,7943,0.79,23,1,19.14835165
29634,13000,36 months,7.29,10+ years,OWN,40000,Not Verified,Mar-11,debt_consolidation,155xx,PA,7.68,0,Mar-97,0,4,0,13067,0.349,21,0,14.0467033
29635,3700,36 months,7.74,10+ years,RENT,62217,Verified,Jan-10,other,751xx,TX,22.99,0,Jan-90,0,10,0,18728,0.421,27,0,20.06868132
29636,20000,36 months,14.22,4 years,MORTGAGE,62000,Not Verified,Mar-10,wedding,023xx,MA,11.52,0,Aug-01,0,8,0,21116,0.668,16,0,8.60989011
29637,22000,60 months,11.71,2 years,RENT,46000,Verified,Oct-11,credit_card,902xx,CA,18.44,0,Nov-96,0,15,0,17323,0.388,23,0,14.96428571
29638,15000,36 months,11.48,4 years,MORTGAGE,75000,Not Verified,Sep-09,debt_consolidation,299xx,SC,10.1,0,Aug-94,1,9,0,73366,0.617,34,0,15.13736264
29639,13250,60 months,13.49,8 years,RENT,45000,Verified,Jul-11,debt_consolidation,928xx,CA,28.37,0,Mar-00,1,5,0,10661,0.646,17,0,11.37087912
29640,25000,60 months,12.61,1 year,MORTGAGE,150000,Verified,Jan-11,medical,773xx,TX,3.1,0,Aug-95,2,9,0,6453,0.184,45,0,15.47252747
29641,5000,36 months,8.9,n/a,RENT,40000,Verified,Dec-11,wedding,112xx,NY,23.19,0,Aug-01,2,6,0,4592,0.792,15,0,10.36813187
29642,12000,36 months,15.76,10+ years,MORTGAGE,1.00E+05,Not Verified,Feb-08,debt_consolidation,751xx,TX,18.55,0,Aug-95,0,11,0,34841,0.896,25,0,12.5467033
29643,7000,36 months,12.21,1 year,RENT,15000,Not Verified,May-09,other,168xx,PA,2.4,0,Sep-05,0,5,0,3956,0.388,7,0,3.675824176
29644,8000,36 months,8.9,3 years,OWN,19200,Not Verified,Dec-11,credit_card,640xx,MO,14.75,0,Jul-03,2,5,0,8271,0.599,10,0,8.447802198
29645,2000,36 months,11.71,10+ years,OWN,34500,Not Verified,Oct-11,credit_card,870xx,NM,16.56,1,Apr-96,0,5,0,3246,0.541,12,0,15.5521978
29646,16000,60 months,13.43,< 1 year,MORTGAGE,85000,Source Verified,Mar-11,home_improvement,021xx,MA,16.91,0,May-92,1,11,0,12348,0.564,26,0,18.8956044
29647,12000,36 months,6.03,6 years,MORTGAGE,34000,Verified,Oct-11,debt_consolidation,852xx,AZ,15.78,0,Sep-04,0,8,0,2883,0.257,14,0,7.104395604
29648,4000,36 months,14.22,2 years,MORTGAGE,250000,Not Verified,Feb-10,major_purchase,342xx,FL,14.91,0,Jan-96,1,23,0,8847,0.369,55,0,14.13461538
29649,4000,36 months,8.88,3 years,MORTGAGE,79000,Not Verified,Dec-10,home_improvement,303xx,GA,14.29,0,Apr-87,0,8,0,9965,0.755,19,0,23.75
29650,17200,36 months,17.49,6 years,RENT,90000,Verified,May-11,debt_consolidation,928xx,CA,8.53,0,Aug-98,1,14,1,13400,0.694,32,0,12.79120879
29651,25000,36 months,10.75,4 years,MORTGAGE,134748,Verified,Jun-10,home_improvement,303xx,GA,5.92,0,May-97,0,9,0,2769,0.046,27,0,13.12912088
29652,10000,60 months,11.99,< 1 year,OWN,36000,Source Verified,Jul-11,debt_consolidation,744xx,OK,2.33,0,Dec-04,2,5,0,2366,0.526,13,1,6.601648352
29653,10750,36 months,11.11,10+ years,OWN,49200,Not Verified,Feb-11,small_business,553xx,MN,15.02,0,Sep-94,1,22,0,25353,0.628,38,1,16.47527473
29654,5000,36 months,14.84,3 years,RENT,29100,Source Verified,Oct-10,debt_consolidation,111xx,NY,10.52,0,Dec-06,1,20,0,4765,0.26,29,0,3.846153846
29655,5175,36 months,11.99,10+ years,MORTGAGE,90000,Source Verified,May-11,medical,765xx,TX,17.01,0,Jan-96,1,7,0,195,0.089,21,0,15.38186813
29656,12800,36 months,14.11,< 1 year,RENT,90600,Not Verified,Mar-09,debt_consolidation,194xx,PA,20.33,0,Nov-95,3,8,0,32785,0.918,33,0,13.37637363
29657,8000,36 months,16.45,10+ years,MORTGAGE,72000,Not Verified,Apr-10,debt_consolidation,751xx,TX,18.93,0,Jun-96,0,5,0,6471,0.983,16,0,13.87912088
29658,4000,36 months,11.36,8 years,MORTGAGE,90231,Not Verified,Apr-10,other,648xx,MO,18.45,0,Oct-92,0,17,0,126165,0.734,49,0,17.55769231
29659,12600,60 months,12.98,9 years,RENT,44004,Not Verified,Nov-10,debt_consolidation,021xx,MA,14.7,0,Jun-02,0,8,0,9738,0.727,16,0,8.447802198
29660,15000,36 months,7.88,7 years,MORTGAGE,78000,Verified,Jun-10,other,553xx,MN,9.42,0,Mar-72,2,8,0,54334,0.149,24,0,38.38186813
29661,10000,36 months,13.79,10+ years,MORTGAGE,68496,Source Verified,Mar-09,car,083xx,NJ,13.82,1,May-69,5,7,0,56903,0.542,29,0,39.96978022
29662,8000,36 months,13.61,10+ years,RENT,96500,Not Verified,Jul-10,other,117xx,NY,23.56,0,May-85,3,14,0,15310,0.773,47,0,25.25274725
29663,35000,60 months,17.51,5 years,MORTGAGE,70000,Verified,Mar-11,debt_consolidation,760xx,TX,16.32,0,Sep-88,1,12,0,14541,0.376,30,1,22.57142857
29664,12500,36 months,11.72,< 1 year,RENT,36000,Not Verified,Jan-08,debt_consolidation,435xx,OH,11.9,0,Nov-99,3,9,0,8375,0.91,9,0,8.195054945
29665,10000,60 months,10.37,10+ years,MORTGAGE,68000,Source Verified,Feb-11,debt_consolidation,337xx,FL,19.62,0,Apr-90,1,20,0,9347,0.114,38,0,20.90934066
29666,15000,36 months,7.51,10+ years,RENT,79000,Verified,Sep-10,renewable_energy,856xx,AZ,8.95,0,May-98,1,16,0,12363,0.188,24,1,12.37912088
29667,28000,60 months,10.74,8 years,MORTGAGE,77378,Verified,Apr-11,small_business,064xx,CT,8.99,0,Feb-02,0,11,0,1275,0.055,32,0,9.192307692
29668,25000,36 months,18.67,< 1 year,MORTGAGE,225000,Not Verified,Mar-10,debt_consolidation,926xx,CA,15.21,1,Jun-87,0,14,0,69535,0.935,54,0,22.82692308
29669,12500,36 months,14.96,9 years,MORTGAGE,62400,Source Verified,Apr-10,moving,402xx,KY,14.88,0,Aug-98,0,8,0,1268,0.317,19,0,11.70604396
29670,4200,36 months,9.91,3 years,OWN,50000,Not Verified,Nov-11,debt_consolidation,711xx,LA,6.36,0,Oct-02,0,5,0,7395,0.596,42,0,9.115384615
29671,5000,36 months,7.51,9 years,MORTGAGE,55000,Verified,Dec-11,debt_consolidation,917xx,CA,28.21,0,Aug-96,1,13,0,20060,0.599,33,0,15.38461538
29672,11000,36 months,9.91,5 years,MORTGAGE,74000,Not Verified,Dec-11,wedding,751xx,TX,18.24,0,Oct-86,2,11,0,16072,0.816,18,0,25.25274725
29673,16750,60 months,15.21,3 years,RENT,50000,Not Verified,Jul-10,debt_consolidation,300xx,GA,24.12,0,Aug-99,2,15,0,11266,0.663,28,0,10.9532967
29674,10000,36 months,8.94,1 year,OWN,38000,Not Verified,Nov-09,home_improvement,945xx,CA,4.23,0,Aug-91,1,8,0,16205,0.337,11,0,18.31593407
29675,30000,36 months,8.49,10+ years,MORTGAGE,96636,Verified,Aug-11,small_business,532xx,WI,0.21,0,Apr-03,0,5,0,550,0.02,14,0,8.362637363
29676,14000,36 months,6.03,2 years,RENT,69000,Source Verified,Oct-11,debt_consolidation,100xx,NY,5.34,0,Jan-75,0,9,0,8739,0.273,16,0,36.87362637
29677,20000,60 months,16.89,2 years,RENT,62208,Verified,Sep-11,debt_consolidation,928xx,CA,18.04,0,Dec-96,3,11,0,12855,0.73,27,0,14.79945055
29678,1600,36 months,10.59,3 years,RENT,12000,Not Verified,Aug-11,debt_consolidation,925xx,CA,3.6,0,May-02,0,3,0,1039,0.433,4,1,9.282967033
